ID,system,Donor,Aux,Bridge,Anchor,VIP_eV,VEA_eV,I_AIP_electronic_eV,A_AEA_electronic_eV,AIP_Gibbs_eV,AEA_Gibbs_eV,chi_eV,mu_eV,eta_eV,softness_eV_inv,omega_eV,I_minus_A_eV,lambda_h_eV,lambda_e_eV,lambda_total_eV,CT_percent,Anchor_electron_percent,Donor_to_Anchor_net_e,off_diagonal_fraction,optical_value,PCC_nm,PCB_nm,dominated_by_count,pareto_front,epsilon_dominated_by_count,epsilon_pareto_front,z_optical,z_CT,z_reorg,core_compromise_score,distance_to_ideal,z_anchor,z_TDM,mechanistic_support_score,sigma_ev,source,optical_metric
D03,D03_TPA_NONE_TT_CAA,TPA,NONE,TT,CAA,5.05277728,3.18736328,4.99420286,3.32592257,5.04874618,3.45263511,4.160062715,-4.160062715,0.8341401449999999,0.5994196574725462,10.373629597178285,1.6682802899999998,0.11402333,0.27610795,0.3901312799999999,68.089,36.08,0.13624,0.252109328320968,0.2857672082181314,502.2049194313618,62.73480657658678,3,False,5,False,0.36271520003942903,0.08264669163545477,0.8737763915976654,0.4397127610908497,1.1241002659666386,0.577498663816141,0.18484559653751306,0.38117213017682705,0.3,AM15G,PCF_sigma_0.30
D04,D04_TPA_NONE_TT_RAA,TPA,NONE,TT,RAA,5.01761962,3.18246577,4.94952476,3.30351943,5.02431036,3.37524593,4.126522095,-4.126522095,0.823002665,0.6075314470579509,10.345157631125772,1.64600533,0.13825833,0.24401539,0.38227372,67.427,50.18,0.13417,0.1668983551300852,0.323611501100169,510.2228927027058,65.85544220132113,2,False,3,False,0.5443924407253915,0.0,0.8998326839013037,0.48140837487556504,1.1034544572761407,0.9543025120256547,0.0,0.4771512560128274,0.3,AM15G,PCF_sigma_0.30
D05,D05_TPA_BTD_T_CAA,TPA,BTD,T,CAA,5.04680819,3.38230674,4.99307604,3.53598984,4.96349291,3.63821676,4.2645329400000005,-4.2645329400000005,0.7285431,0.686301194809202,12.48123906213994,1.4570862,0.1088118,0.28619385,0.39500565,74.294,15.55,0.06196,0.5009125244839033,0.3182234401722462,525.4612435612528,71.87964693858146,2,False,2,False,0.5185262408974781,0.8573033707865166,0.8576125939917816,0.7444807352252587,0.5219707674601642,0.028861571352218066,0.7245668729528656,0.37671422215254186,0.3,AM15G,PCF_sigma_0.30
D06,D06_TPA_BTD_T_RAA,TPA,BTD,T,RAA,5.0340885,3.32617836,4.97840067,3.47259303,5.01108562,3.58295044,4.22549685,-4.22549685,0.75290382,0.6640954484730865,11.85730710554764,1.50580764,0.10890432,0.27493269,0.38383701,74.75,22.03,0.065,0.5090548317371103,0.359161686455007,526.5588925837527,72.65442358174255,1,False,1,False,0.7150564719248493,0.9142322097378279,0.8946486902448308,0.8413124573025027,0.31567043970809133,0.20203099946552647,0.7422297347305292,0.47213036709802786,0.3,AM15G,PCF_sigma_0.30
D07,D07_TPA_BTD_TT_CAA,TPA,BTD,TT,CAA,5.03634786,3.37466741,4.98133297,3.50388204,4.99894934,3.61549526,4.2426075050000005,-4.2426075050000005,0.7387254650000001,0.6768414298537819,12.182955166898386,1.4774509300000005,0.10810485,0.25150777,0.35961262,73.75,14.52,0.046,0.3952570232230634,0.3770024513426245,531.9076439417017,74.59213997795568,1,False,1,False,0.8007037568830465,0.7893882646691636,0.9749786892161829,0.855023570256131,0.2910367014191483,0.001336183858898956,0.49537157771453433,0.24835388078671664,0.3,AM15G,PCF_sigma_0.30
D08,D08_TPA_BTD_TT_RAA,TPA,BTD,TT,RAA,5.02517269,3.32108819,4.96767394,3.44502926,4.98621442,3.55758943,4.2063516,-4.2063516,0.76132234,0.656752040141105,11.620172463888656,1.52264468,0.11340182,0.23866535,0.35206717,74.758,21.66,0.05156,0.4121693902561036,0.4185168720060517,536.3077100195086,76.01393738374858,0,True,0,True,1.0,0.9152309612983767,1.0,0.9717436537661256,0.08476903870162333,0.19214323890967394,0.5320590659102234,0.36210115240994867,0.3,AM15G,PCF_sigma_0.30
D09,D09_PTZ_NONE_T_CAA,PTZ,NONE,T,CAA,5.06368877,3.13684561,4.86635098,3.28042295,4.89366849,3.40177703,4.073386965,-4.073386965,0.7929640149999999,0.6305456370551696,10.462316733648947,1.5859280299999998,0.35212813,0.28186044,0.63398857,70.744,36.98,0.2035,0.4188660044651044,0.2102117880057216,491.47227048781326,58.83069812967634,7,False,7,False,0.0,0.41410736579275864,0.06512627265321569,0.1597445461486581,1.4890463608973261,0.6015499732763228,0.5465858293291957,0.5740679013027592,0.3,AM15G,PCF_sigma_0.30
D10,D10_PTZ_NONE_T_RAA,PTZ,NONE,T,RAA,5.03526702,3.14132243,4.83802937,3.26284168,4.87483821,3.3668104,4.050435525,-4.050435525,0.787593845,0.6348449815526428,10.415284506306692,1.57518769,0.35003339,0.24278244,0.5928158299999999,70.257,50.84,0.19543,0.5379915504597523,0.2614197436483052,499.23809340310896,61.91239549113701,4,False,4,False,0.2458315210516056,0.3533083645443198,0.20165834474451516,0.2669327434468135,1.274491884840286,0.9719401389631214,0.8050012867246953,0.8884707128439083,0.3,AM15G,PCF_sigma_0.30
D11,D11_PTZ_NONE_TT_CAA,PTZ,NONE,TT,CAA,5.04212021,3.19515852,4.84919883,3.33140512,4.83423882,3.45483923,4.090301975,-4.090301975,0.7588968549999999,0.6588510634953153,11.022953999914062,1.51779371,0.34786791,0.26582531,0.61369322,68.96,36.43,0.14881,0.3718822119043091,0.248600833874125,493.6784623852062,59.901925078969896,7,False,7,False,0.18429240962905424,0.19138576779026076,0.1324272632921225,0.16936848023714582,1.4394159589916034,0.586851950828434,0.4446653038583727,0.5157586273434034,0.3,AM15G,PCF_sigma_0.30
D12,D12_PTZ_NONE_TT_RAA,PTZ,NONE,TT,RAA,5.00510783,3.18605768,4.8186799,3.30676303,4.81151732,3.43462117,4.062721465,-4.062721465,0.7559584350000002,0.661412025913832,10.917072247610903,1.5119168700000003,0.34261367,0.23805473,0.5806684,67.638,50.4,0.13778,0.3351928448249243,0.3009456412682056,505.4663956600995,64.12330941281029,4,False,4,False,0.4355815591247894,0.026342072409487986,0.24194018628539893,0.23462127260655877,1.3569202694074807,0.9601817210048103,0.365076165389311,0.6626289431970607,0.3,AM15G,PCF_sigma_0.30
D13,D13_PTZ_BTD_T_CAA,PTZ,BTD,T,CAA,5.01843596,3.38197938,4.81683714,3.53898963,4.83217076,3.64099233,4.177913385,-4.177913385,0.6389237549999998,0.7825659886444513,13.659658226795909,1.2778475099999995,0.36423747,0.28939064,0.65362811,75.109,15.4,0.06707,0.6278829540982833,0.2940856197945136,519.4863170841609,71.13184437275736,2,False,2,False,0.4026489905001986,0.9590511860174777,0.0,0.45390005883922546,1.1655492413094382,0.024853019775521103,1.0,0.5124265098877605,0.3,AM15G,PCF_sigma_0.30
D14,D14_PTZ_BTD_T_RAA,PTZ,BTD,T,RAA,5.01143583,3.33864008,4.80743969,3.47363958,4.82555839,3.5926649,4.140539635,-4.140539635,0.6669000549999999,0.74973753001115,12.853551548294543,1.33380011,0.36350004,0.25966248,0.6231625199999999,75.437,21.83,0.0697,0.6146302906601093,0.3548400274810769,526.7483594777949,73.42860034512034,0,True,0,True,0.694309695653545,1.0,0.10102631328845191,0.598445336313999,0.949526330109482,0.19668626402993045,0.9712513965372447,0.5839688302835876,0.3,AM15G,PCF_sigma_0.30
D15,D15_PTZ_BTD_TT_CAA,PTZ,BTD,TT,CAA,5.01602639,3.37544076,4.81053553,3.50912976,4.86109646,3.59944054,4.159832645,-4.159832645,0.6507028850000001,0.7683998511855376,13.296550571162516,1.30140577,0.37032084,0.25269772,0.62301856,74.688,14.47,0.05022,0.5715069108060646,0.3529858422146529,525.6504778744478,73.4806438614068,3,False,4,False,0.6854083993874343,0.906491885143571,0.1015036960688609,0.5644679935332887,0.956560113582987,0.0,0.8777051480279325,0.43885257401396627,0.3,AM15G,PCF_sigma_0.30
D16,D16_PTZ_BTD_TT_RAA,PTZ,BTD,TT,RAA,5.00446101,3.32119105,4.80024282,3.44621948,4.80610225,3.56191604,4.1232311500000005,-4.1232311500000005,0.6770116700000002,0.738539706413037,12.555939483532333,1.3540233400000004,0.37124875,0.24034103,0.6115897800000001,75.203,21.35,0.05454,0.5720088908396997,0.4025609136665905,532.7609300501888,75.50057936028183,0,True,0,True,0.9234010133932407,0.9707865168539332,0.13940243719892864,0.6778633224820342,0.8644934918470191,0.18385889898450028,0.8787940781890673,0.5313264885867838,0.3,AM15G,PCF_sigma_0.30
D01,D01_TPA_NONE_T_CAA,TPA,NONE,T,CAA,5.0901562,3.12777197,5.02117669,3.28423364,5.08148148,3.39244352,4.152705165,-4.152705165,0.8684715249999999,0.5757241148464828,9.928339439463882,1.7369430499999998,0.11174655,0.29789665,0.4096432,70.577,37.98,0.18657,0.2489111733662811,0.3319202036428618,500.5592663775111,57.28488817208515,4,False,4,False,0.15528813648736592,0.39325842696629154,0.8090733169885994,0.452539960147419,1.057414992844409,0.6282736504543024,0.17790793536218272,0.40309079290824257,0.3,CIEFL10,PCF_sigma_0.30
D02,D02_TPA_NONE_T_RAA,TPA,NONE,T,RAA,5.04126849,3.12996821,4.98357328,3.25670415,5.01696328,3.38204877,4.120138715,-4.120138715,0.8634345649999999,0.5790826777938871,9.830242915305256,1.72686913,0.12017637,0.25915117,0.37932754,69.983,51.89,0.19012,0.269464825092078,0.3977329940695122,507.81583162821227,58.71921524763814,2,False,3,False,0.37798360874115294,0.31910112359550563,0.9096024505030391,0.5355623942798992,0.9266603411383468,1.0,0.22249435272146376,0.6112471763607319,0.3,CIEFL10,PCF_sigma_0.30
D03,D03_TPA_NONE_TT_CAA,TPA,NONE,TT,CAA,5.05277728,3.18736328,4.99420286,3.32592257,5.04874618,3.45263511,4.160062715,-4.160062715,0.8341401449999999,0.5994196574725462,10.373629597178285,1.6682802899999998,0.11402333,0.27610795,0.3901312799999999,68.089,36.08,0.13624,0.252109328320968,0.3972454514747744,507.0820712192162,58.630329136551765,4,False,5,False,0.3763338757990439,0.08264669163545477,0.8737763915976654,0.44425231967738804,1.1164358137220987,0.577498663816141,0.18484559653751306,0.38117213017682705,0.3,CIEFL10,PCF_sigma_0.30
D04,D04_TPA_NONE_TT_RAA,TPA,NONE,TT,RAA,5.01761962,3.18246577,4.94952476,3.30351943,5.02431036,3.37524593,4.126522095,-4.126522095,0.823002665,0.6075314470579509,10.345157631125772,1.64600533,0.13825833,0.24401539,0.38227372,67.427,50.18,0.13417,0.1668983551300852,0.4541651840557555,513.9790581530486,59.77789318986785,2,False,3,False,0.5689372686274978,0.0,0.8998326839013037,0.4895899841762672,1.093548613273657,0.9543025120256547,0.0,0.4771512560128274,0.3,CIEFL10,PCF_sigma_0.30
D05,D05_TPA_BTD_T_CAA,TPA,BTD,T,CAA,5.04680819,3.38230674,4.99307604,3.53598984,4.96349291,3.63821676,4.2645329400000005,-4.2645329400000005,0.7285431,0.686301194809202,12.48123906213994,1.4570862,0.1088118,0.28619385,0.39500565,74.294,15.55,0.06196,0.5009125244839033,0.4448202989487383,525.9546107117867,60.9776183369956,2,False,2,False,0.5373163088023106,0.8573033707865166,0.8576125939917816,0.7507440911935364,0.5046906968420939,0.028861571352218066,0.7245668729528656,0.37671422215254186,0.3,CIEFL10,PCF_sigma_0.30
D06,D06_TPA_BTD_T_RAA,TPA,BTD,T,RAA,5.0340885,3.32617836,4.97840067,3.47259303,5.01108562,3.58295044,4.22549685,-4.22549685,0.75290382,0.6640954484730865,11.85730710554764,1.50580764,0.10890432,0.27493269,0.38383701,74.75,22.03,0.065,0.5090548317371103,0.5026378682767965,526.4683945389692,61.489784182636456,1,False,1,False,0.7329577764046942,0.9142322097378279,0.8946486902448308,0.8472795587957843,0.2996106832145857,0.20203099946552647,0.7422297347305292,0.47213036709802786,0.3,CIEFL10,PCF_sigma_0.30
D07,D07_TPA_BTD_TT_CAA,TPA,BTD,TT,CAA,5.03634786,3.37466741,4.98133297,3.50388204,4.99894934,3.61549526,4.2426075050000005,-4.2426075050000005,0.7387254650000001,0.6768414298537819,12.182955166898386,1.4774509300000005,0.10810485,0.25150777,0.35961262,73.75,14.52,0.046,0.3952570232230634,0.5251951616029628,530.1864591931052,61.7986169981916,1,False,1,False,0.8092865121636874,0.7893882646691636,0.9749786892161829,0.8578844886830113,0.2852279851190938,0.001336183858898956,0.49537157771453433,0.24835388078671664,0.3,CIEFL10,PCF_sigma_0.30
D08,D08_TPA_BTD_TT_RAA,TPA,BTD,TT,RAA,5.02517269,3.32108819,4.96767394,3.44502926,4.98621442,3.55758943,4.2063516,-4.2063516,0.76132234,0.656752040141105,11.620172463888656,1.52264468,0.11340182,0.23866535,0.35206717,74.758,21.66,0.05156,0.4121693902561036,0.5815563739773348,532.7708399144208,62.2117623043958,0,True,0,True,1.0,0.9152309612983767,1.0,0.9717436537661256,0.08476903870162333,0.19214323890967394,0.5320590659102234,0.36210115240994867,0.3,CIEFL10,PCF_sigma_0.30
D09,D09_PTZ_NONE_T_CAA,PTZ,NONE,T,CAA,5.06368877,3.13684561,4.86635098,3.28042295,4.89366849,3.40177703,4.073386965,-4.073386965,0.7929640149999999,0.6305456370551696,10.462316733648947,1.5859280299999998,0.35212813,0.28186044,0.63398857,70.744,36.98,0.2035,0.4188660044651044,0.2860281813266591,497.1963997299828,56.60764482264808,7,False,7,False,0.0,0.41410736579275864,0.06512627265321569,0.1597445461486581,1.4890463608973261,0.6015499732763228,0.5465858293291957,0.5740679013027592,0.3,CIEFL10,PCF_sigma_0.30
D10,D10_PTZ_NONE_T_RAA,PTZ,NONE,T,RAA,5.03526702,3.14132243,4.83802937,3.26284168,4.87483821,3.3668104,4.050435525,-4.050435525,0.787593845,0.6348449815526428,10.415284506306692,1.57518769,0.35003339,0.24278244,0.5928158299999999,70.257,50.84,0.19543,0.5379915504597523,0.3608629964087373,504.54199156001977,58.23173314946983,4,False,4,False,0.2532239459486544,0.3533083645443198,0.20165834474451516,0.2693968850791631,1.270131467521732,0.9719401389631214,0.8050012867246953,0.8884707128439083,0.3,CIEFL10,PCF_sigma_0.30
D11,D11_PTZ_NONE_TT_CAA,PTZ,NONE,TT,CAA,5.04212021,3.19515852,4.84919883,3.33140512,4.83423882,3.45483923,4.090301975,-4.090301975,0.7588968549999999,0.6588510634953153,11.022953999914062,1.51779371,0.34786791,0.26582531,0.61369322,68.96,36.43,0.14881,0.3718822119043091,0.3397982475771945,499.5179458412906,57.26703670855064,7,False,7,False,0.18194564034062718,0.19138576779026076,0.1324272632921225,0.16858622380767016,1.4407471552526656,0.586851950828434,0.4446653038583727,0.5157586273434034,0.3,CIEFL10,PCF_sigma_0.30
D12,D12_PTZ_NONE_TT_RAA,PTZ,NONE,TT,RAA,5.00510783,3.18605768,4.8186799,3.30676303,4.81151732,3.43462117,4.062721465,-4.062721465,0.7559584350000002,0.661412025913832,10.917072247610903,1.5119168700000003,0.34261367,0.23805473,0.5806684,67.638,50.4,0.13778,0.3351928448249243,0.4199551916256582,509.9963099109312,59.17741956071327,4,False,4,False,0.45317845684288177,0.026342072409487986,0.24194018628539893,0.24048690517925622,1.349695610569138,0.9601817210048103,0.365076165389311,0.6626289431970607,0.3,CIEFL10,PCF_sigma_0.30
D13,D13_PTZ_BTD_T_CAA,PTZ,BTD,T,CAA,5.01843596,3.38197938,4.81683714,3.53898963,4.83217076,3.64099233,4.177913385,-4.177913385,0.6389237549999998,0.7825659886444513,13.659658226795909,1.2778475099999995,0.36423747,0.28939064,0.65362811,75.109,15.4,0.06707,0.6278829540982833,0.409000625146473,521.6781558564845,61.21604767040858,2,False,2,False,0.4161107023896413,0.9590511860174777,0.0,0.45838729613570633,1.1587076927467483,0.024853019775521103,1.0,0.5124265098877605,0.3,CIEFL10,PCF_sigma_0.30
D14,D14_PTZ_BTD_T_RAA,PTZ,BTD,T,RAA,5.01143583,3.33864008,4.80743969,3.47363958,4.82555839,3.5926649,4.140539635,-4.140539635,0.6669000549999999,0.74973753001115,12.853551548294543,1.33380011,0.36350004,0.25966248,0.6231625199999999,75.437,21.83,0.0697,0.6146302906601093,0.4949019646592774,526.5648405116136,61.82648704037105,0,True,0,True,0.7067812429642343,1.0,0.10102631328845191,0.6026025187508954,0.9455849665034612,0.19668626402993045,0.9712513965372447,0.5839688302835876,0.3,CIEFL10,PCF_sigma_0.30
D15,D15_PTZ_BTD_TT_CAA,PTZ,BTD,TT,CAA,5.01602639,3.37544076,4.81053553,3.50912976,4.86109646,3.59944054,4.159832645,-4.159832645,0.6507028850000001,0.7683998511855376,13.296550571162516,1.30140577,0.37032084,0.25269772,0.62301856,74.688,14.47,0.05022,0.5715069108060646,0.4916064856456008,525.8441866015447,61.95432241178057,3,False,4,False,0.6956300936132417,0.906491885143571,0.1015036960688609,0.5678752249418912,0.9532473003558967,0.0,0.8777051480279325,0.43885257401396627,0.3,CIEFL10,PCF_sigma_0.30
D16,D16_PTZ_BTD_TT_RAA,PTZ,BTD,TT,RAA,5.00446101,3.32119105,4.80024282,3.44621948,4.80610225,3.56191604,4.1232311500000005,-4.1232311500000005,0.6770116700000002,0.738539706413037,12.555939483532333,1.3540233400000004,0.37124875,0.24034103,0.6115897800000001,75.203,21.35,0.05454,0.5720088908396997,0.5599114322386243,530.3964733359171,62.3549235985804,0,True,0,True,0.9267584539242399,0.9707865168539332,0.13940243719892864,0.6789824693257006,0.8642024744052965,0.18385889898450028,0.8787940781890673,0.5313264885867838,0.3,CIEFL10,PCF_sigma_0.30
D01,D01_TPA_NONE_T_CAA,TPA,NONE,T,CAA,5.0901562,3.12777197,5.02117669,3.28423364,5.08148148,3.39244352,4.152705165,-4.152705165,0.8684715249999999,0.5757241148464828,9.928339439463882,1.7369430499999998,0.11174655,0.29789665,0.4096432,70.577,37.98,0.18657,0.2489111733662811,0.206556762196476,527.1842421132785,58.2178543431194,4,False,4,False,0.11171764339446805,0.39325842696629154,0.8090733169885994,0.43801646244978637,1.092535527930251,0.6282736504543024,0.17790793536218272,0.40309079290824257,0.3,LEDB2,PCF_sigma_0.30
D02,D02_TPA_NONE_T_RAA,TPA,NONE,T,RAA,5.04126849,3.12996821,4.98357328,3.25670415,5.01696328,3.38204877,4.120138715,-4.120138715,0.8634345649999999,0.5790826777938871,9.830242915305256,1.72686913,0.12017637,0.25915117,0.37932754,69.983,51.89,0.19012,0.269464825092078,0.2620839750663121,535.071282397293,59.05844410381383,2,False,3,False,0.29876951387146294,0.31910112359550563,0.9096024505030391,0.5091576959900026,0.9815901341802609,1.0,0.22249435272146376,0.6112471763607319,0.3,LEDB2,PCF_sigma_0.30
D03,D03_TPA_NONE_TT_CAA,TPA,NONE,TT,CAA,5.05277728,3.18736328,4.99420286,3.32592257,5.04874618,3.45263511,4.160062715,-4.160062715,0.8341401449999999,0.5994196574725462,10.373629597178285,1.6682802899999998,0.11402333,0.27610795,0.3901312799999999,68.089,36.08,0.13624,0.252109328320968,0.2601801715811001,534.3323167385463,58.97755550544216,4,False,5,False,0.2923562619806413,0.08264669163545477,0.8737763915976654,0.4162597817379205,1.1654308866867624,0.577498663816141,0.18484559653751306,0.38117213017682705,0.3,LEDB2,PCF_sigma_0.30
D04,D04_TPA_NONE_TT_RAA,TPA,NONE,TT,RAA,5.01761962,3.18246577,4.94952476,3.30351943,5.02431036,3.37524593,4.126522095,-4.126522095,0.823002665,0.6075314470579509,10.345157631125772,1.64600533,0.13825833,0.24401539,0.38227372,67.427,50.18,0.13417,0.1668983551300852,0.3142817000224781,541.83400612479,59.60845682789379,2,False,3,False,0.4746054974023142,0.0,0.8998326839013037,0.4581460604345393,1.1340515308284214,0.9543025120256547,0.0,0.4771512560128274,0.3,LEDB2,PCF_sigma_0.30
D05,D05_TPA_BTD_T_CAA,TPA,BTD,T,CAA,5.04680819,3.38230674,4.99307604,3.53598984,4.96349291,3.63821676,4.2645329400000005,-4.2645329400000005,0.7285431,0.686301194809202,12.48123906213994,1.4570862,0.1088118,0.28619385,0.39500565,74.294,15.55,0.06196,0.5009125244839033,0.3391640469620894,554.6100309012388,60.18565660642677,2,False,2,False,0.5584254713639492,0.8573033707865166,0.8576125939917816,0.7577804787140825,0.485411748641079,0.028861571352218066,0.7245668729528656,0.37671422215254186,0.3,LEDB2,PCF_sigma_0.30
D06,D06_TPA_BTD_T_RAA,TPA,BTD,T,RAA,5.0340885,3.32617836,4.97840067,3.47259303,5.01108562,3.58295044,4.22549685,-4.22549685,0.75290382,0.6640954484730865,11.85730710554764,1.50580764,0.10890432,0.27493269,0.38383701,74.75,22.03,0.065,0.5090548317371103,0.3853466893355982,555.6974658224769,60.479625070583296,1,False,1,False,0.7139987334288931,0.9142322097378279,0.8946486902448308,0.8409598778038506,0.3166255466538714,0.20203099946552647,0.7422297347305292,0.47213036709802786,0.3,LEDB2,PCF_sigma_0.30
D07,D07_TPA_BTD_TT_CAA,TPA,BTD,TT,CAA,5.03634786,3.37466741,4.98133297,3.50388204,4.99894934,3.61549526,4.2426075050000005,-4.2426075050000005,0.7387254650000001,0.6768414298537819,12.182955166898386,1.4774509300000005,0.10810485,0.25150777,0.35961262,73.75,14.52,0.046,0.3952570232230634,0.4151093408181288,559.7191064337832,60.54363946792272,1,False,1,False,0.8142587562615263,0.7893882646691636,0.9749786892161829,0.8595419033822909,0.28192761247866754,0.001336183858898956,0.49537157771453433,0.24835388078671664,0.3,LEDB2,PCF_sigma_0.30
D08,D08_TPA_BTD_TT_RAA,TPA,BTD,TT,RAA,5.02517269,3.32108819,4.96767394,3.44502926,4.98621442,3.55758943,4.2063516,-4.2063516,0.76132234,0.656752040141105,11.620172463888656,1.52264468,0.11340182,0.23866535,0.35206717,74.758,21.66,0.05156,0.4121693902561036,0.4702474880789593,562.7342868210936,60.7932934132038,0,True,0,True,1.0,0.9152309612983767,1.0,0.9717436537661256,0.08476903870162333,0.19214323890967394,0.5320590659102234,0.36210115240994867,0.3,LEDB2,PCF_sigma_0.30
D09,D09_PTZ_NONE_T_CAA,PTZ,NONE,T,CAA,5.06368877,3.13684561,4.86635098,3.28042295,4.89366849,3.40177703,4.073386965,-4.073386965,0.7929640149999999,0.6305456370551696,10.462316733648947,1.5859280299999998,0.35212813,0.28186044,0.63398857,70.744,36.98,0.2035,0.4188660044651044,0.1733928630584345,523.6465562984341,57.827496536575005,7,False,7,False,0.0,0.41410736579275864,0.06512627265321569,0.1597445461486581,1.4890463608973261,0.6015499732763228,0.5465858293291957,0.5740679013027592,0.3,LEDB2,PCF_sigma_0.30
D10,D10_PTZ_NONE_T_RAA,PTZ,NONE,T,RAA,5.03526702,3.14132243,4.83802937,3.26284168,4.87483821,3.3668104,4.050435525,-4.050435525,0.787593845,0.6348449815526428,10.415284506306692,1.57518769,0.35003339,0.24278244,0.5928158299999999,70.257,50.84,0.19543,0.5379915504597523,0.2317547807621205,531.679966884224,58.7822383493974,4,False,4,False,0.196601005288871,0.3533083645443198,0.20165834474451516,0.250522571525902,1.3042275164200694,0.9719401389631214,0.8050012867246953,0.8884707128439083,0.3,LEDB2,PCF_sigma_0.30
D11,D11_PTZ_NONE_TT_CAA,PTZ,NONE,TT,CAA,5.04212021,3.19515852,4.84919883,3.33140512,4.83423882,3.45483923,4.090301975,-4.090301975,0.7588968549999999,0.6588510634953153,11.022953999914062,1.51779371,0.34786791,0.26582531,0.61369322,68.96,36.43,0.14881,0.3718822119043091,0.2094913528794357,526.3456324104405,58.09162875451102,7,False,8,False,0.12160325889652332,0.19138576779026076,0.1324272632921225,0.14847209665963554,1.475845610079913,0.586851950828434,0.4446653038583727,0.5157586273434034,0.3,LEDB2,PCF_sigma_0.30
D12,D12_PTZ_NONE_TT_RAA,PTZ,NONE,TT,RAA,5.00510783,3.18605768,4.8186799,3.30676303,4.81151732,3.43462117,4.062721465,-4.062721465,0.7559584350000002,0.661412025913832,10.917072247610903,1.5119168700000003,0.34261367,0.23805473,0.5806684,67.638,50.4,0.13778,0.3351928448249243,0.2815080884062551,537.548930677905,59.28489979651268,4,False,4,False,0.3642025969457117,0.026342072409487986,0.24194018628539893,0.2108282852135329,1.3881292370883354,0.9601817210048103,0.365076165389311,0.6626289431970607,0.3,LEDB2,PCF_sigma_0.30
D13,D13_PTZ_BTD_T_CAA,PTZ,BTD,T,CAA,5.01843596,3.38197938,4.81683714,3.53898963,4.83217076,3.64099233,4.177913385,-4.177913385,0.6389237549999998,0.7825659886444513,13.659658226795909,1.2778475099999995,0.36423747,0.28939064,0.65362811,75.109,15.4,0.06707,0.6278829540982833,0.3015290692107195,550.8602831926606,60.35148704814813,2,False,2,False,0.4316463189462706,0.9590511860174777,0.0,0.46356583498791615,1.1509573024808086,0.024853019775521103,1.0,0.5124265098877605,0.3,LEDB2,PCF_sigma_0.30
D14,D14_PTZ_BTD_T_RAA,PTZ,BTD,T,RAA,5.01143583,3.33864008,4.80743969,3.47363958,4.82555839,3.5926649,4.140539635,-4.140539635,0.6669000549999999,0.74973753001115,12.853551548294543,1.33380011,0.36350004,0.25966248,0.6231625199999999,75.437,21.83,0.0697,0.6146302906601093,0.3799967086320288,556.2406978263065,60.66094606500161,0,True,0,True,0.6959765089033378,1.0,0.10102631328845191,0.5990009407305966,0.9489910286922395,0.19668626402993045,0.9712513965372447,0.5839688302835876,0.3,LEDB2,PCF_sigma_0.30
D15,D15_PTZ_BTD_TT_CAA,PTZ,BTD,TT,CAA,5.01602639,3.37544076,4.81053553,3.50912976,4.86109646,3.59944054,4.159832645,-4.159832645,0.6507028850000001,0.7683998511855376,13.296550571162516,1.30140577,0.37032084,0.25269772,0.62301856,74.688,14.47,0.05022,0.5715069108060646,0.3753482303992546,555.7142945145371,60.7171587343768,3,False,4,False,0.6803174022532299,0.906491885143571,0.1015036960688609,0.5627709944885539,0.9582464917880181,0.0,0.8777051480279325,0.43885257401396627,0.3,LEDB2,PCF_sigma_0.30
D16,D16_PTZ_BTD_TT_RAA,PTZ,BTD,TT,RAA,5.00446101,3.32119105,4.80024282,3.44621948,4.80610225,3.56191604,4.1232311500000005,-4.1232311500000005,0.6770116700000002,0.738539706413037,12.555939483532333,1.3540233400000004,0.37124875,0.24034103,0.6115897800000001,75.203,21.35,0.05454,0.5720088908396997,0.4442296707824077,560.5853694941525,60.91903585143712,0,True,0,True,0.912355021267556,0.9707865168539332,0.13940243719892864,0.674181325106806,0.8655421624586985,0.18385889898450028,0.8787940781890673,0.5313264885867838,0.3,LEDB2,PCF_sigma_0.30
D01,D01_TPA_NONE_T_CAA,TPA,NONE,T,CAA,5.0901562,3.12777197,5.02117669,3.28423364,5.08148148,3.39244352,4.152705165,-4.152705165,0.8684715249999999,0.5757241148464828,9.928339439463882,1.7369430499999998,0.11174655,0.29789665,0.4096432,70.577,37.98,0.18657,0.2489111733662811,0.2729227694718891,511.5977825828669,56.49195794441163,4,False,4,False,0.1352552023385452,0.39325842696629154,0.8090733169885994,0.44586231543114535,1.0734858638173608,0.6282736504543024,0.17790793536218272,0.40309079290824257,0.3,LEDB3,PCF_sigma_0.30
D02,D02_TPA_NONE_T_RAA,TPA,NONE,T,RAA,5.04126849,3.12996821,4.98357328,3.25670415,5.01696328,3.38204877,4.120138715,-4.120138715,0.8634345649999999,0.5790826777938871,9.830242915305256,1.72686913,0.12017637,0.25915117,0.37932754,69.983,51.89,0.19012,0.269464825092078,0.334206500192605,518.9606081103234,58.149799316700346,2,False,3,False,0.3416355701010347,0.31910112359550563,0.9096024505030391,0.5234463813998599,0.9514403393803249,1.0,0.22249435272146376,0.6112471763607319,0.3,LEDB3,PCF_sigma_0.30
