system,ID,Donor,Aux,Bridge,Anchor,functional,state,symmetry,energy_eV,wavelength_nm,oscillator_strength,normal_termination,log_file,checkpoint_file,formatted_checkpoint_file
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,29,Singlet-?Sym,5.6362,219.98,0.0055,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,30,Singlet-?Sym,5.6571,219.17,0.0128,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,1,Singlet-?Sym,2.5257,490.9,1.6382,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,2,Singlet-?Sym,3.1218,397.16,0.2477,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,3,Singlet-?Sym,3.2964,376.12,0.0003,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,4,Singlet-?Sym,3.4645,357.87,0.0209,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,5,Singlet-?Sym,3.9317,315.34,0.0658,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,6,Singlet-?Sym,4.122,300.79,0.0255,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,7,Singlet-?Sym,4.1499,298.76,0.4277,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,8,Singlet-?Sym,4.277,289.88,0.0081,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,9,Singlet-?Sym,4.3244,286.71,0.2555,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,10,Singlet-?Sym,4.3696,283.74,0.1435,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,11,Singlet-?Sym,4.4495,278.65,0.0674,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,12,Singlet-?Sym,4.5054,275.19,0.0296,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,13,Singlet-?Sym,4.5973,269.69,0.0204,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,14,Singlet-?Sym,4.6293,267.82,0.0132,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,15,Singlet-?Sym,4.7161,262.89,0.2642,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,16,Singlet-?Sym,4.7385,261.65,0.0197,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,17,Singlet-?Sym,4.8108,257.72,0.0291,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,18,Singlet-?Sym,4.8807,254.03,0.0309,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,19,Singlet-?Sym,4.9302,251.48,0.0316,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,20,Singlet-?Sym,5.0266,246.66,0.0141,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,21,Singlet-?Sym,5.1569,240.43,0.0179,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,22,Singlet-?Sym,5.1681,239.9,0.0138,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,23,Singlet-?Sym,5.1702,239.81,0.0021,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,24,Singlet-?Sym,5.2061,238.15,0.0006,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,25,Singlet-?Sym,5.271,235.22,0.0627,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,26,Singlet-?Sym,5.2967,234.08,0.0701,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,27,Singlet-?Sym,5.3635,231.16,0.017,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,28,Singlet-?Sym,5.3972,229.72,0.0024,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,29,Singlet-?Sym,5.4327,228.22,0.017,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D06_TPA_BTD_T_RAA,D06,TPA,BTD,T,RAA,CAMB3LYP,30,Singlet-?Sym,5.4478,227.58,0.0013,True,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.log,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.chk,04B_D06_TPA_BTD_T_RAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,1,Singlet-?Sym,2.4963,496.66,1.6574,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,2,Singlet-?Sym,3.1264,396.57,0.2685,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,3,Singlet-?Sym,3.4486,359.52,0.0349,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,4,Singlet-?Sym,3.7562,330.08,0.0535,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,5,Singlet-?Sym,4.0209,308.35,0.0501,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,6,Singlet-?Sym,4.1248,300.58,0.0249,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,7,Singlet-?Sym,4.1554,298.37,0.4176,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,8,Singlet-?Sym,4.3242,286.72,0.2369,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,9,Singlet-?Sym,4.3482,285.14,0.0173,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,10,Singlet-?Sym,4.3779,283.21,0.2169,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,11,Singlet-?Sym,4.5743,271.05,0.0085,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,12,Singlet-?Sym,4.6662,265.71,0.0352,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,13,Singlet-?Sym,4.6867,264.54,0.0026,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,14,Singlet-?Sym,4.8107,257.73,0.0174,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,15,Singlet-?Sym,4.8777,254.19,0.0519,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,16,Singlet-?Sym,4.9198,252.01,0.0283,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,17,Singlet-?Sym,4.9557,250.19,0.0001,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,18,Singlet-?Sym,5.0088,247.53,0.04,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,19,Singlet-?Sym,5.1451,240.98,0.0106,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,20,Singlet-?Sym,5.1643,240.08,0.0108,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,21,Singlet-?Sym,5.2787,234.88,0.0002,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,22,Singlet-?Sym,5.3507,231.72,0.101,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,23,Singlet-?Sym,5.3769,230.59,0.0095,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,24,Singlet-?Sym,5.4008,229.57,0.009,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,25,Singlet-?Sym,5.4284,228.4,0.0256,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,26,Singlet-?Sym,5.4671,226.78,0.0263,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,27,Singlet-?Sym,5.4837,226.09,0.0224,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,28,Singlet-?Sym,5.4932,225.71,0.0193,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,29,Singlet-?Sym,5.5055,225.2,0.0002,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D07_TPA_BTD_TT_CAA,D07,TPA,BTD,TT,CAA,CAMB3LYP,30,Singlet-?Sym,5.5401,223.79,0.0272,True,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.log,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.chk,04B_D07_TPA_BTD_TT_CAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,1,Singlet-?Sym,2.4814,499.66,1.9149,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,2,Singlet-?Sym,3.0161,411.08,0.2615,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,3,Singlet-?Sym,3.2911,376.73,0.0001,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,4,Singlet-?Sym,3.4177,362.77,0.0223,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,5,Singlet-?Sym,3.8392,322.95,0.091,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,6,Singlet-?Sym,3.8738,320.06,0.006,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,7,Singlet-?Sym,4.1003,302.38,0.4916,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,8,Singlet-?Sym,4.1232,300.7,0.0263,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,9,Singlet-?Sym,4.2051,294.84,0.0223,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,10,Singlet-?Sym,4.3216,286.9,0.2502,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,11,Singlet-?Sym,4.3377,285.83,0.0254,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
D08_TPA_BTD_TT_RAA,D08,TPA,BTD,TT,RAA,CAMB3LYP,12,Singlet-?Sym,4.3994,281.82,0.2376,True,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.log,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.chk,04A_D08_TPA_BTD_TT_RAA_TD_CAMB3LYP_30S.fchk
