system,ID,Donor,Aux,Bridge,Anchor,functional,state,symmetry,energy_eV,wavelength_nm,oscillator_strength,normal_termination,log_file,checkpoint_file,formatted_checkpoint_file
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,15,Singlet-?Sym,5.3201,233.05,0.0032,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,16,Singlet-?Sym,5.3592,231.35,0.0369,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,17,Singlet-?Sym,5.4595,227.1,0.0011,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,18,Singlet-?Sym,5.492,225.76,0.006,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,19,Singlet-?Sym,5.5203,224.6,0.0013,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,20,Singlet-?Sym,5.6269,220.34,0.021,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,21,Singlet-?Sym,5.6595,219.07,0.0434,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,22,Singlet-?Sym,5.7024,217.43,0.0118,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,23,Singlet-?Sym,5.7402,215.99,0.0155,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,24,Singlet-?Sym,5.7589,215.29,0.0355,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,25,Singlet-?Sym,5.7864,214.27,0.0403,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,26,Singlet-?Sym,5.8007,213.74,0.0025,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,27,Singlet-?Sym,5.8188,213.08,0.0314,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,28,Singlet-?Sym,5.8714,211.17,0.0084,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,29,Singlet-?Sym,5.8795,210.88,0.0022,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D03_TPA_NONE_TT_CAA,D03,TPA,NONE,TT,CAA,CAMB3LYP,30,Singlet-?Sym,5.8983,210.2,0.0061,True,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.log,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.chk,04A_D03_TPA_NONE_TT_CAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,1,Singlet-?Sym,2.6357,470.4,1.878,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,2,Singlet-?Sym,3.3083,374.77,0.0001,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,3,Singlet-?Sym,3.5379,350.44,0.0768,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,4,Singlet-?Sym,3.9373,314.89,0.0892,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,5,Singlet-?Sym,3.9787,311.62,0.2602,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,6,Singlet-?Sym,4.0797,303.9,0.0244,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,7,Singlet-?Sym,4.3264,286.57,0.0952,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,8,Singlet-?Sym,4.3324,286.18,0.1993,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,9,Singlet-?Sym,4.6242,268.12,0.0132,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,10,Singlet-?Sym,4.6453,266.9,0.0111,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,11,Singlet-?Sym,4.6932,264.18,0.0422,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,12,Singlet-?Sym,4.7344,261.88,0.1722,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,13,Singlet-?Sym,4.8715,254.51,0.0194,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,14,Singlet-?Sym,4.9357,251.2,0.0091,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,15,Singlet-?Sym,5.0367,246.16,0.001,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,16,Singlet-?Sym,5.1112,242.57,0.0092,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,17,Singlet-?Sym,5.1263,241.86,0.0001,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,18,Singlet-?Sym,5.1464,240.91,0.0224,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,19,Singlet-?Sym,5.1721,239.72,0.0164,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,20,Singlet-?Sym,5.2424,236.5,0.0058,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,21,Singlet-?Sym,5.2679,235.36,0.0019,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,22,Singlet-?Sym,5.2796,234.84,0.0444,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,23,Singlet-?Sym,5.4015,229.54,0.0425,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,24,Singlet-?Sym,5.4304,228.32,0.007,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,25,Singlet-?Sym,5.5234,224.47,0.0084,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,26,Singlet-?Sym,5.5973,221.51,0.0049,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,27,Singlet-?Sym,5.65,219.44,0.0214,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,28,Singlet-?Sym,5.6645,218.88,0.0003,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,29,Singlet-?Sym,5.6904,217.88,0.0261,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D04_TPA_NONE_TT_RAA,D04,TPA,NONE,TT,RAA,CAMB3LYP,30,Singlet-?Sym,5.6991,217.55,0.0222,True,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.log,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.chk,04B_D04_TPA_NONE_TT_RAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,1,Singlet-?Sym,2.5247,491.08,1.3603,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,2,Singlet-?Sym,3.2598,380.34,0.2602,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,3,Singlet-?Sym,3.5182,352.41,0.0367,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,4,Singlet-?Sym,4.1277,300.37,0.0424,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,5,Singlet-?Sym,4.1471,298.97,0.2725,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,6,Singlet-?Sym,4.1901,295.9,0.1588,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,7,Singlet-?Sym,4.3226,286.83,0.0493,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,8,Singlet-?Sym,4.3345,286.04,0.2682,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,9,Singlet-?Sym,4.4196,280.54,0.176,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,10,Singlet-?Sym,4.4948,275.84,0.0195,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,11,Singlet-?Sym,4.5586,271.98,0.0125,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,12,Singlet-?Sym,4.8083,257.85,0.0184,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,13,Singlet-?Sym,4.8775,254.2,0.0434,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,14,Singlet-?Sym,4.9152,252.25,0.0305,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,15,Singlet-?Sym,4.9586,250.04,0.0017,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,16,Singlet-?Sym,4.9637,249.78,0.0038,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,17,Singlet-?Sym,5.1021,243.01,0.0215,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,18,Singlet-?Sym,5.1555,240.49,0.01,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,19,Singlet-?Sym,5.2426,236.49,0.0899,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,20,Singlet-?Sym,5.3375,232.29,0.1032,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,21,Singlet-?Sym,5.3645,231.12,0.0188,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,22,Singlet-?Sym,5.4475,227.6,0.0086,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,23,Singlet-?Sym,5.4644,226.89,0.0148,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,24,Singlet-?Sym,5.4845,226.06,0.035,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,25,Singlet-?Sym,5.4873,225.95,0.0024,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,26,Singlet-?Sym,5.5287,224.25,0.0022,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,27,Singlet-?Sym,5.5382,223.87,0.0585,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
D05_TPA_BTD_T_CAA,D05,TPA,BTD,T,CAA,CAMB3LYP,28,Singlet-?Sym,5.601,221.36,0.0275,True,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.log,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.chk,04A_D05_TPA_BTD_T_CAA_TD_CAMB3LYP_30S.fchk
